date,price,price
2019-07-13,4.89,215
2019-07-14,4.89,215
2019-07-15,4.665,205
2019-07-16,4.555,200
2019-07-17,4.445,195
2019-07-18,4.555,200
2019-07-19,4.78,210
2019-07-20,4.77,209
2019-07-21,4.445,195
2019-07-22,4.445,195
2019-07-23,4.22,185
2019-07-24,4.29,188
2019-07-25,4.335,190
2019-07-26,4.335,190
2019-07-27,4.325,190
2019-07-28,4.315,189
2019-07-29,3.78,166
2019-07-30,3.78,166
2019-07-31,3.82,168
2019-08-01,4.0,176
2019-08-02,4.11,180
2019-08-03,4.22,185
2019-08-04,4.22,185
2019-08-05,4.22,185
2019-08-07,4.555,200
2019-08-13,4.89,215
2019-08-14,5.0,220
2019-08-15,5.0,220
2019-08-16,5.0,220
2019-08-17,5.11,224
2019-08-18,5.115,225
2019-08-19,5.11,224
2019-08-20,5.11,224
2019-08-21,5.11,224
2019-08-22,5.22,229
2019-08-23,5.265,231
2019-08-24,5.22,229
2019-08-25,5.335,234
2019-08-26,5.445,239
2019-08-27,5.555,244
2019-08-28,5.445,239
2019-08-29,5.335,234
2019-08-30,5.11,224
2019-08-31,5.11,224
2019-09-01,5.045,221
2019-09-02,5.22,229
2019-09-03,5.335,234
2019-09-04,5.445,239
2019-09-05,5.555,244
2019-09-06,5.665,249
2019-09-07,5.555,244
2019-09-08,5.22,229
2019-09-09,5.0,220
2019-09-10,4.935,217
2019-09-11,4.89,215
2019-09-12,5.0,220
2019-09-13,5.0,220
2019-09-14,5.11,224
2019-09-15,5.225,229
2019-09-16,5.335,234
2019-09-17,5.435,239
2019-09-18,5.51,242
2019-09-19,5.555,244
2019-09-20,5.445,239
2019-09-21,5.335,234
2019-09-22,5.335,234
2019-09-23,5.38,236
2019-09-24,5.22,229
2019-09-25,4.89,215
2019-09-26,4.89,215
2019-09-27,4.89,215
2019-09-28,4.89,215
2019-09-29,4.665,205
2019-09-30,4.335,190
2019-10-01,4.445,195
2019-10-02,4.335,190
2019-10-03,4.335,190
2019-10-04,4.445,195
2019-10-05,4.555,200
2019-10-06,4.555,200
2019-10-07,4.445,195
2019-10-08,4.555,200
2019-10-09,4.555,200
2019-10-10,4.335,190
2019-10-11,4.445,195
2019-10-12,4.555,200
2019-10-13,4.665,205
2019-10-14,4.78,210
2019-10-15,5.0,220
2019-10-16,4.89,215
2019-10-17,5.0,220
2019-10-18,5.11,224
2019-10-19,5.22,229
2019-10-20,5.445,239
2019-10-21,5.665,249
2019-10-22,5.78,254
2019-10-23,5.665,249
2019-10-24,5.665,249
2019-10-25,5.665,249
2019-10-26,5.665,249
2019-10-27,5.78,254
2019-10-28,5.89,259
2019-10-29,5.89,259
2019-10-30,5.89,259
2019-10-31,5.665,249
2019-11-01,5.445,239
2019-11-02,5.445,239
2019-11-03,5.555,244
2019-11-04,5.665,249
2019-11-05,5.665,249
2019-11-06,5.555,244
2019-11-07,5.335,234
2019-11-08,5.445,239
2019-11-09,5.445,239
2019-11-10,5.445,239
2019-11-11,5.335,234
2019-11-12,5.335,234
2019-11-13,5.11,224
2019-11-14,5.0,220
2019-11-15,4.78,210
2019-11-16,4.79,210
2019-11-17,4.22,185
2019-11-18,4.22,185
2019-11-19,4.555,200
2019-11-20,4.335,190
2019-11-21,4.335,190
2019-11-22,4.335,190
2019-11-23,4.325,190
2019-11-24,4.0,176
2019-11-25,4.11,180
2019-11-26,4.11,180
2019-11-27,4.22,185
2019-11-28,4.22,185
2019-11-29,4.11,180
2019-11-30,4.13,181
2019-12-01,4.335,190
2019-12-05,4.555,200
2019-12-06,4.445,195
2019-12-07,4.555,200
2019-12-08,4.555,200
2019-12-09,4.665,205
2019-12-10,4.665,205
2019-12-11,4.555,200
2019-12-12,4.445,195
2019-12-13,4.445,195
2019-12-14,4.335,190
2019-12-15,4.335,190
2019-12-16,4.335,190
2019-12-17,4.335,190
2019-12-18,4.11,180
2019-12-19,4.0,176
2019-12-20,4.0,176
2019-12-21,4.0,176
2019-12-22,4.0,176
2019-12-23,4.0,176
2019-12-24,4.0,176
2019-12-25,4.0,176
2019-12-26,4.0,176
2019-12-27,3.89,171
2019-12-28,3.84,168
2019-12-29,3.445,151
2019-12-30,3.665,161
2019-12-31,3.78,166
