date,price,price
2016/5/5,3.445,151
2016/5/6,3.555,156
2016/5/7,3.5,154
2016/5/8,3.445,151
2016/5/9,3.445,151
2016/5/10,3.38,148
2016/5/11,3.335,146
2016/5/12,3.335,146
2016/5/13,3.335,146
2016/5/14,3.335,146
2016/5/15,3.335,146
2016/5/16,3.335,146
2016/5/17,3.445,151
2016/5/18,3.445,151
2016/5/19,3.445,151
2016/5/20,3.445,151
2016/5/21,3.44,151
2016/5/22,3.445,151
2016/5/23,3.445,151
2016/5/24,3.445,151
2016/5/25,3.555,156
2016/5/26,3.555,156
2016/5/27,3.555,156
2016/5/28,3.665,161
2016/5/29,3.665,161
2016/5/30,3.665,161
2016/5/31,3.575,157
2016/6/1,3.555,156
2016/6/2,3.555,156
2016/6/3,3.555,156
2016/6/4,3.61,158
2016/6/5,3.61,158
2016/6/6,3.525,155
2016/6/7,3.445,151
2016/6/8,3.375,148
2016/6/9,3.335,146
2016/6/10,3.335,146
2016/6/11,3.285,144
2016/6/12,3.285,144
2016/6/13,3.2,140
2016/6/14,3.2,140
2016/6/15,3.2,140
2016/6/16,3.11,136
2016/6/17,3.11,136
2016/6/18,3.11,136
2016/6/19,3.11,136
2016/6/20,3.11,136
2016/6/21,3.11,136
2016/6/22,3.025,133
2016/6/23,2.95,129
2016/6/24,2.89,127
2016/6/25,2.89,127
2016/6/26,2.89,127
2016/6/27,2.89,127
2016/6/28,3,132
2016/6/29,3.11,136
2016/6/30,3.22,141
2016/7/1,3.22,141
2016/7/2,3.22,141
2016/7/3,3.22,141
2016/7/4,3.165,139
2016/7/5,3.11,136
2016/7/6,3.11,136
2016/7/7,3.11,136
2016/7/8,3.11,136
2016/7/9,3.165,139
2016/7/10,3.25,143
2016/7/11,3.22,141
2016/7/12,3.22,141
2016/7/13,3.22,141
2016/7/14,3.22,141
2016/7/15,3.125,137
2016/7/16,3.11,136
2016/7/17,3.11,136
2016/7/18,3.11,136
2016/7/19,3.11,136
2016/7/20,3.11,136
2016/7/21,3.11,136
2016/7/22,3.11,136
2016/7/23,3.105,136
2016/7/24,3.11,136
2016/7/25,3.22,141
2016/7/26,3.335,146
2016/7/27,3.445,151
2016/7/28,3.445,151
2016/7/29,3.385,148
2016/7/30,3.33,146
2016/7/31,3.33,146
2016/8/1,3.25,143
2016/8/2,3.165,139
2016/8/3,3.075,135
2016/8/4,3,132
2016/8/5,3.11,136
2016/8/6,3.11,136
2016/8/7,3.11,136
2016/8/8,3.22,141
2016/8/9,3.33,146
2016/8/10,3.38,148
2016/8/11,3.38,148
2016/8/12,3.335,146
2016/8/13,3.335,146
2016/8/15,3.335,146
2016/8/16,3.45,151
2016/8/17,3.5,154
2016/8/18,3.575,157
2016/8/19,3.665,161
2016/8/20,3.665,161
2016/8/21,3.665,161
2016/8/22,3.78,166
2016/8/23,3.9,171
2016/8/24,3.9,171
2016/8/25,4.05,178
2016/8/26,4.2,184
2016/8/27,4.22,185
2016/8/28,4.22,185
2016/8/29,4.11,180
2016/8/30,4.22,185
2016/8/31,4.22,185
2016/9/1,4.22,185
2016/9/2,4.33,190
2016/9/3,4.335,190
2016/9/4,4.445,195
2016/9/5,4.35,191
2016/9/6,4.22,185
2016/9/7,4.155,182
2016/9/8,4.11,180
2016/9/9,4.22,185
2016/9/10,4.33,190
2016/9/11,4.22,185
2016/9/12,4.11,180
2016/9/13,4,176
2016/9/14,3.94,173
2016/9/15,3.83,168
2016/9/16,3.78,166
2016/9/17,3.76,165
2016/9/18,3.665,161
2016/9/19,3.78,166
2016/9/20,3.735,164
2016/9/21,3.665,161
2016/9/22,3.575,157
2016/9/23,3.555,156
2016/9/24,3.555,156
2016/9/25,3.54,155
2016/9/26,3.445,151
2016/9/27,3.35,147
2016/9/28,3.275,144
2016/9/29,3.2,140
2016/9/30,3.125,137
2016/10/1,3.11,136
2016/10/2,3.22,141
2016/10/3,3.22,141
2016/10/4,3.22,141
2016/10/5,3.22,141
2016/10/6,3.22,141
2016/10/7,3.22,141
2016/10/8,3.22,141
2016/10/9,3.125,137
2016/10/10,3.11,136
2016/10/11,3.22,141
2016/10/12,3.345,147
2016/10/13,3.395,149
2016/10/14,3.5,154
2016/10/15,3.5,154
2016/10/16,3.5,154
2016/10/17,3.555,156
2016/10/18,3.555,156
2016/10/19,3.54,155
2016/10/20,3.445,151
2016/10/21,3.445,151
2016/10/22,3.445,151
2016/10/23,3.445,151
2016/10/24,3.35,147
2016/10/25,3.335,146
2016/10/26,3.4,149
2016/10/27,3.4,149
2016/10/28,3.445,151
2016/10/29,3.43,150
2016/10/30,3.335,146
2016/10/31,3.335,146
2016/11/1,3.335,146
2016/11/2,3.335,146
2016/11/3,3.4,149
2016/11/4,3.335,146
2016/11/5,3.34,146
2016/11/6,3.34,146
2016/11/7,3.445,151
2016/11/8,3.445,151
2016/11/9,3.445,151
2016/11/10,3.445,151
2016/11/11,3.445,151
2016/11/12,3.445,151
2016/11/13,3.445,151
2016/11/14,3.445,151
2016/11/15,3.38,148
2016/11/16,3.335,146
2016/11/17,3.25,143
2016/11/18,3.22,141
2016/11/19,3.22,141
2016/11/20,3.22,141
2016/11/21,3.33,146
2016/11/22,3.445,151
2016/11/23,3.4,149
2016/11/24,3.335,146
2016/11/25,3.25,143
2016/11/26,3.255,143
2016/11/27,3.165,139
2016/11/28,3.11,136
2016/11/29,3.11,136
2016/11/30,3.22,141
2016/12/1,3.165,139
2016/12/2,3.11,136
2016/12/3,3.055,134
2016/12/4,3.055,134
2016/12/5,2.99,131
2016/12/6,2.915,128
2016/12/7,3,132
2016/12/8,3.11,136
2016/12/9,3.22,141
2016/12/10,3.165,139
2016/12/11,3.075,135
2016/12/12,3,132
2016/12/13,3,132
2016/12/14,3.11,136
2016/12/15,3.22,141
2016/12/16,3.155,138
2016/12/17,3.155,138
2016/12/18,3.155,138
2016/12/19,3.22,141
2016/12/20,3.22,141
2016/12/21,3.22,141
2016/12/22,3.125,137
2016/12/23,3.05,134
2016/12/24,3,132
2016/12/25,3,132
2016/12/26,3,132
2016/12/27,3,132
2016/12/28,3,132
2016/12/29,3,132
2016/12/30,3,132
2016/12/31,2.94,129
