date,price,price
2014/8/25,5.555,244
2014/8/26,5.51,242
2014/8/27,5.445,239
2014/8/28,5.445,239
2014/8/29,5.38,236
2014/8/30,5.38,236
2014/8/31,5.38,236
2014/9/1,5.38,236
2014/9/2,5.29,232
2014/9/3,5.335,234
2014/9/4,5.335,234
2014/9/5,5.335,234
2014/9/6,5.335,234
2014/9/7,5.445,239
2014/9/8,5.445,239
2014/9/9,5.445,239
2014/9/10,5.38,236
2014/9/11,5.38,236
2014/9/12,5.335,234
2014/9/13,5.335,234
2014/9/14,5.335,234
2014/9/15,5.335,234
2014/9/16,5.335,234
2014/9/17,5.335,234
2014/9/18,5.335,234
2014/9/19,5.335,234
2014/9/20,5.22,229
2014/9/21,5.11,224
2014/9/22,5.11,224
2014/9/23,5.11,224
2014/9/24,5,220
2014/9/25,4.89,215
2014/9/26,4.89,215
2014/9/27,4.89,215
2014/9/28,4.89,215
2014/9/29,4.89,215
2014/9/30,5,220
2014/10/1,5,220
2014/10/2,4.89,215
2014/10/3,4.89,215
2014/10/4,4.89,215
2014/10/5,4.89,215
2014/10/6,4.89,215
2014/10/7,4.89,215
2014/10/8,4.845,213
2014/10/9,4.665,205
2014/10/10,4.62,203
2014/10/11,4.62,203
2014/10/12,4.71,207
2014/10/13,4.89,215
2014/10/14,4.89,215
2014/10/15,5,220
2014/10/16,5,220
2014/10/17,5,220
2014/10/20,5.11,224
2014/10/21,5.11,224
2014/10/22,5.11,224
2014/10/23,5.11,224
2014/10/24,5.11,224
2014/10/25,5.11,224
2014/10/26,5.11,224
2014/10/27,5.11,224
2014/10/28,5.11,224
2014/10/29,5.11,224
2014/10/30,5.11,224
2014/10/31,5.11,224
2014/11/1,5,220
2014/11/2,4.78,210
2014/11/3,4.665,205
2014/11/4,4.78,210
2014/11/5,4.78,210
2014/11/6,4.78,210
2014/11/7,4.78,210
2014/11/8,4.78,210
2014/11/9,4.78,210
2014/11/10,4.78,210
2014/11/11,4.78,210
2014/11/12,4.78,210
2014/11/13,4.78,210
2014/11/14,4.665,205
2014/11/15,4.665,205
2014/11/16,4.78,210
2014/11/17,4.71,207
2014/11/18,4.71,207
2014/11/19,4.78,210
2014/11/20,4.78,210
2014/11/21,4.78,210
2014/11/22,4.78,210
2014/11/23,4.78,210
2014/11/24,4.78,210
2014/11/25,4.665,205
2014/11/26,4.665,205
2014/11/27,4.665,205
2014/11/28,4.665,205
2014/11/29,4.78,210
2014/11/30,4.89,215
2014/12/1,4.89,215
2014/12/2,4.78,210
2014/12/3,4.78,210
2014/12/4,4.665,205
2014/12/5,4.665,205
2014/12/6,4.62,203
2014/12/7,4.665,205
2014/12/8,4.665,205
2014/12/9,4.78,210
2014/12/10,4.78,210
2014/12/11,4.735,208
2014/12/12,4.665,205
2014/12/13,4.6,202
2014/12/14,4.555,200
2014/12/15,4.555,200
2014/12/16,4.555,200
2014/12/17,4.555,200
2014/12/18,4.555,200
2014/12/19,4.22,185
2014/12/20,4.22,185
2014/12/21,4.22,185
2014/12/22,4.335,190
2014/12/23,4.335,190
2014/12/24,4.335,190
2014/12/25,4.335,190
2014/12/26,4.335,190
2014/12/27,4.335,190
2014/12/28,4.335,190
2014/12/29,4.22,185
2014/12/30,4.22,185
2014/12/31,4.22,185
